sensor1,sensor2,sensor3
0.011361,0.013244,0.016622
0.008042,0.012136,0.016098
0.011782,0.012745,0.016397
0.0108,0.012524,0.016322
0.008322,0.011471,0.015798
0.009631,0.011526,0.015798
0.010706,0.011748,0.015798
0.009818,0.011582,0.015648
0.010613,0.011803,0.015798
0.009538,0.011526,0.015648
0.011127,0.011914,0.015798
0.012062,0.012468,0.015948
0.010987,0.012413,0.015948
0.010519,0.012357,0.015948
0.011641,0.012911,0.016247
0.01468,0.014186,0.016846
0.020244,0.016292,0.01782
0.018841,0.017012,0.018494
0.015335,0.016735,0.018568
0.012764,0.016015,0.018494
0.012343,0.015848,0.018568
0.011875,0.015571,0.018568
0.011595,0.015128,0.018494
0.009444,0.01402,0.018044
0.011875,0.014075,0.018119
0.009631,0.013133,0.01767
0.016177,0.014851,0.018419
0.015896,0.015239,0.018643
0.014166,0.015239,0.018718
0.012577,0.014851,0.018643
0.012483,0.014518,0.018494
0.009958,0.013743,0.018194
0.010519,0.01341,0.018044
0.012951,0.013687,0.018119
0.009538,0.012745,0.01752
0.013371,0.013687,0.017969
0.013792,0.014186,0.018194
0.012577,0.014131,0.018194
0.011034,0.013632,0.017969
0.009912,0.013189,0.01767
0.01641,0.015128,0.018643
0.012717,0.014297,0.018344
0.01267,0.014131,0.018269
0.013886,0.014574,0.018494
0.013465,0.014518,0.018494
0.010473,0.013743,0.018194
0.017439,0.015516,0.018943
0.020244,0.017289,0.019841
0.015943,0.01668,0.019692
0.024452,0.019007,0.020889
0.016504,0.017899,0.02059
0.015943,0.017954,0.020815
0.013325,0.016901,0.020515
0.023938,0.019672,0.021788
0.020618,0.019838,0.022162
0.019028,0.019727,0.022312
0.016457,0.019173,0.022237
0.012156,0.017788,0.021863
0.013979,0.017345,0.021713
0.012904,0.016901,0.021563
0.013512,0.016957,0.021638
0.013839,0.016735,0.021638
0.011969,0.015959,0.021264
0.012623,0.01607,0.021264
0.013138,0.015959,0.021189
0.010145,0.014796,0.020665
0.015803,0.016569,0.021414
0.015616,0.016624,0.021488
0.017766,0.017622,0.021938
0.016083,0.017788,0.022087
0.014213,0.017289,0.021938
0.017579,0.017899,0.022237
0.014073,0.016901,0.021863
0.017205,0.017622,0.022237
0.017626,0.01812,0.022462
0.015382,0.017788,0.022462
0.014073,0.017178,0.022162
0.014587,0.017012,0.022087
0.011314,0.015682,0.021488
0.007527,0.01402,0.020665
0.01253,0.015017,0.021039
0.008088,0.013521,0.020291
0.010706,0.013521,0.020066
0.011221,0.01341,0.019841
0.011221,0.013299,0.019692
0.0108,0.013189,0.019467
0.01426,0.014241,0.019841
0.010239,0.013299,0.019317
0.014867,0.014518,0.019766
0.010099,0.01341,0.019167
0.012623,0.013964,0.019317
0.019917,0.01679,0.02059
0.016036,0.016735,0.020665
0.012343,0.015904,0.020365
0.01108,0.015294,0.020141
0.009444,0.014241,0.019617
0.010239,0.013853,0.019392
0.012156,0.014186,0.019467
0.009631,0.013189,0.018943
0.011408,0.01341,0.018943
0.009304,0.012634,0.018494
0.00547,0.010972,0.01752
0.012203,0.012745,0.018194
0.012577,0.012856,0.018119
0.012343,0.013244,0.018269
0.012764,0.013687,0.018419
0.010379,0.012967,0.018044
0.009023,0.012246,0.01752
0.009538,0.012025,0.017445
0.015148,0.013909,0.018194
0.013792,0.014297,0.018419
0.011408,0.013521,0.018044
0.010613,0.013299,0.01782
0.007855,0.012246,0.01737
0.010332,0.012468,0.017445
0.013091,0.013189,0.01767
0.009631,0.012246,0.017221
0.012249,0.013022,0.01752
0.011875,0.013078,0.017445
0.0108,0.012634,0.017221
0.011314,0.012634,0.017146
0.008977,0.011914,0.016771
0.014634,0.013022,0.017221
0.010192,0.012246,0.016771
0.011454,0.012911,0.017071
0.011501,0.012967,0.017071
0.008977,0.012025,0.016622
0.010239,0.011803,0.016472
0.009164,0.011415,0.016247
0.012997,0.011914,0.016322
0.011454,0.012025,0.016322
0.012249,0.012468,0.016472
0.015756,0.013909,0.017146
0.015896,0.014629,0.01752
0.022021,0.01679,0.018568
0.015803,0.016236,0.018568
0.011688,0.014962,0.018119
0.010473,0.014186,0.01782
0.011548,0.01402,0.01782
0.012203,0.013964,0.01782
0.009351,0.012911,0.017296
0.008836,0.012357,0.016996
0.006078,0.011138,0.016397
0.008135,0.011138,0.016322
0.011174,0.011859,0.016547
0.010473,0.011803,0.016472
0.008883,0.011304,0.016098
0.009865,0.011304,0.015948
0.011501,0.011582,0.015948
0.009444,0.011249,0.015798
0.008042,0.010529,0.015424
0.013512,0.012246,0.016098
0.008088,0.011194,0.015648
0.007527,0.010639,0.015274
0.006499,0.009753,0.01475
0.010145,0.010639,0.015049
0.009631,0.01075,0.015049
0.00921,0.010639,0.0149
0.007667,0.01003,0.014525
0.008977,0.010252,0.014525
0.0108,0.011027,0.014825
0.008416,0.010473,0.014525
0.008977,0.010529,0.014525
0.013278,0.011582,0.0149
0.008275,0.010639,0.01445
0.010706,0.011471,0.014825
0.011641,0.011748,0.0149
0.00734,0.010529,0.014376
0.005143,0.009365,0.013777
0.014353,0.01136,0.014525
0.009912,0.010861,0.014376
0.010613,0.011249,0.014525
0.00893,0.010639,0.014226
0.010239,0.010639,0.014076
0.00907,0.010307,0.013926
0.008977,0.010362,0.013926
0.007667,0.009808,0.013627
0.008182,0.009476,0.013402
0.013745,0.011138,0.014076
0.014119,0.011914,0.01445
0.010613,0.011415,0.014226
0.01108,0.011637,0.01445
0.010052,0.011249,0.014226
0.011267,0.011803,0.014525
0.010052,0.011526,0.01445
0.010145,0.011526,0.014525
0.008369,0.010972,0.014226
0.00893,0.011027,0.014226
0.008275,0.010529,0.014076
0.009631,0.01075,0.014076
0.008275,0.010362,0.013926
0.010239,0.010639,0.014076
0.009912,0.010639,0.013926
0.005844,0.009365,0.013402
0.013371,0.011304,0.014076
0.008883,0.010418,0.013777
0.008182,0.01003,0.013552
0.009257,0.010252,0.013627
0.007247,0.009531,0.013252
0.011361,0.010639,0.013702
0.006545,0.00942,0.013178
0.006592,0.009032,0.012953
0.007995,0.009365,0.013028
0.006358,0.008755,0.012653
0.007387,0.008645,0.012504
0.0072,0.008478,0.012354
0.00734,0.008201,0.012129
0.009351,0.009143,0.012429
0.008229,0.009032,0.012354
0.0072,0.0087,0.012129
0.007995,0.008866,0.012129
0.006078,0.008312,0.01183
0.007714,0.008589,0.011905
0.009865,0.009143,0.012055
0.005003,0.007869,0.011456
0.005236,0.007481,0.011156
0.007855,0.008312,0.011456
0.005236,0.007592,0.011081
0.005564,0.007259,0.010857
0.006779,0.007425,0.010857
0.004442,0.006539,0.010332
0.005984,0.006705,0.010258
0.005751,0.006483,0.010033
0.005517,0.006317,0.009808
0.006312,0.006262,0.009659
0.005517,0.00604,0.009434
0.004255,0.005486,0.00906
0.004255,0.005375,0.008835
0.004629,0.005375,0.00876
0.004582,0.00532,0.00861
0.004442,0.005264,0.008386
0.00561,0.005431,0.008386
0.003226,0.004821,0.008011
0.005096,0.005153,0.008011
0.00533,0.005431,0.008011
0.002618,0.004599,0.007562
0.00388,0.004544,0.007338
0.003366,0.004322,0.007188
0.004068,0.004322,0.007038
0.00561,0.004987,0.007188
0.00706,0.005597,0.007338
0.006358,0.005652,0.007338
0.006078,0.005708,0.007412
0.003693,0.005209,0.007188
0.004675,0.005375,0.007188
0.004068,0.004987,0.006963
0.004301,0.004876,0.006888
0.005377,0.005098,0.006963
0.005143,0.005153,0.006888
0.004442,0.004932,0.006813
0.003927,0.004821,0.006739
0.004442,0.004821,0.006664
0.004629,0.004876,0.006589
0.006031,0.005153,0.006739
0.004909,0.005043,0.006589
0.003927,0.004821,0.006514
0.004114,0.004766,0.006439
0.004582,0.004766,0.006364
0.003647,0.004489,0.006214
0.003787,0.004322,0.006065
0.003974,0.004267,0.00599
0.004255,0.004433,0.00599
0.002571,0.003879,0.00569
0.003506,0.004045,0.00569
0.005283,0.004544,0.00584
0.005844,0.004876,0.00599
0.003226,0.004267,0.00569
0.004488,0.004599,0.00584
0.006031,0.005098,0.00599
0.0036,0.004489,0.005765
0.003319,0.004211,0.005615
0.004161,0.004378,0.005615
0.006125,0.004766,0.005765
0.00519,0.00471,0.005765
0.003179,0.004156,0.005466
0.002852,0.003824,0.005241
0.002384,0.003491,0.005091
0.002104,0.003159,0.004867
0.002899,0.003159,0.004792
0.003647,0.00338,0.004867
0.002571,0.003103,0.004642
0.003179,0.003214,0.004642
0.00346,0.003546,0.004792
0.00346,0.003546,0.004717
0.003506,0.003602,0.004717
0.00533,0.004378,0.005091
0.002945,0.003824,0.004792
0.001777,0.003269,0.004567
0.00187,0.002992,0.004343
0.002104,0.002826,0.004193
0.002618,0.002882,0.004193
0.001262,0.002383,0.003893
0.003132,0.002771,0.003968
0.003226,0.002826,0.003968
0.003039,0.002882,0.003968
0.003506,0.002937,0.003893
0.003039,0.002937,0.003893
0.002525,0.002715,0.003744
0.002197,0.002549,0.003594
0.003413,0.002937,0.003744
0.002758,0.002882,0.003669
0.004255,0.00338,0.003819
0.0036,0.003546,0.003968
0.004114,0.003824,0.004118
0.003413,0.003713,0.004118
0.002384,0.003269,0.003893
0.003132,0.003436,0.003968
0.002852,0.003325,0.003968
0.002852,0.003214,0.003893
0.00201,0.002826,0.003669
0.002618,0.002882,0.003669
0.002571,0.002882,0.003669
0.005143,0.003602,0.003968
0.005517,0.004211,0.004268
0.003179,0.003768,0.004118
0.003647,0.003934,0.004193
0.002244,0.003436,0.004043
0.002291,0.003269,0.003968
0.003413,0.003436,0.003968
0.003506,0.003491,0.004043
0.002618,0.003159,0.003893
0.004442,0.003436,0.003968
0.003647,0.00338,0.003968
0.002945,0.003159,0.003819
0.001543,0.002604,0.003594
0.002525,0.002715,0.003594
0.004021,0.002992,0.003669
0.002945,0.002826,0.003594
0.001823,0.002438,0.003369
0.001216,0.002161,0.00322
0.00159,0.001995,0.002995
0.001917,0.001939,0.00292
0.001262,0.001607,0.00277
0.001169,0.001496,0.002621
0.003179,0.001939,0.00277
0.003413,0.002161,0.00277
0.002291,0.001995,0.002695
0.002338,0.00205,0.002695
0.002104,0.001939,0.002621
0.002244,0.001939,0.002546
0.001543,0.001718,0.002396
0.002151,0.001829,0.002396
0.003366,0.002161,0.002471
0.002525,0.002161,0.002471
0.002525,0.002161,0.002471
0.001777,0.001939,0.002321
0.00201,0.001939,0.002321
0.003179,0.002272,0.002471
0.001636,0.001995,0.002321
0.002338,0.002106,0.002321
0.002945,0.002327,0.002396
0.001216,0.001884,0.002171
0.001169,0.001662,0.002096
0.002665,0.001995,0.002246
0.003506,0.002438,0.002396
0.00187,0.002106,0.002246
0.001683,0.00205,0.002171
0.001777,0.001939,0.002171
0.001309,0.001718,0.002096
0.001309,0.001607,0.002022
0.002525,0.001939,0.002171
0.002571,0.001995,0.002171
0.002384,0.00205,0.002171
0.002618,0.002217,0.002246
0.002338,0.002106,0.002246
0.001309,0.001773,0.002096
0.003039,0.002106,0.002171
0.002525,0.002106,0.002171
0.002852,0.002272,0.002246
0.002244,0.002161,0.002171
0.002338,0.002106,0.002171
0.001169,0.001718,0.002022
0.001169,0.001496,0.001872
0.001496,0.001552,0.001872
0.001262,0.001385,0.001797
0.000795,0.001108,0.001572
0.001309,0.001164,0.001572
0.000468,0.000831,0.001348
0.000842,0.000887,0.001348
0.001449,0.000997,0.001348
0.002805,0.001552,0.001572
0.001683,0.001385,0.001497
0.003413,0.001884,0.001722
0.001823,0.001662,0.001572
0.001917,0.001662,0.001572
0.001777,0.001662,0.001572
0.001403,0.001496,0.001497
0.00159,0.001441,0.001497
0.001262,0.00133,0.001423
0.001216,0.001219,0.001348
0.001403,0.001219,0.001348
0.001636,0.001219,0.001348
0.002478,0.001552,0.001497
0.001075,0.001219,0.001348
0.002057,0.001496,0.001423
0.00187,0.001441,0.001423
0.000888,0.001164,0.001273
0.000888,0.000997,0.001273
0.003132,0.001607,0.001497
0.002057,0.001552,0.001423
0.001075,0.001219,0.001348
0.00187,0.001385,0.001423
0.00173,0.001385,0.001348
0.002104,0.001552,0.001497
0.002197,0.001718,0.001572
0.001029,0.001385,0.001423
0.001075,0.001275,0.001348
0.001496,0.00133,0.001348
0.000701,0.000997,0.001273
0.000888,0.000942,0.001123
0.002338,0.001385,0.001348
0.001262,0.001164,0.001273
0.007714,0.003657,0.002396
0.003506,0.003048,0.002171
0.002151,0.002715,0.002171
0.001683,0.002438,0.002096
0.001496,0.002106,0.001947
0.001496,0.00205,0.001947
0.00187,0.001995,0.001947
0.002244,0.001939,0.001947
0.002057,0.001884,0.001872
0.002899,0.00205,0.001947
0.003319,0.002327,0.002096
0.003273,0.002383,0.002171
0.001823,0.002106,0.002096
0.001683,0.001939,0.002022
0.001543,0.001718,0.001947
0.002338,0.001939,0.002022
0.002478,0.001995,0.002022
0.003506,0.002383,0.002246
0.002992,0.002383,0.002246
0.002384,0.002327,0.002246
0.002899,0.002494,0.002321
0.002852,0.002549,0.002321
0.002057,0.002327,0.002246
0.001449,0.00205,0.002096
0.002805,0.002217,0.002246
0.001262,0.001829,0.002022
0.001122,0.001607,0.001947
0.000982,0.001385,0.001797
0.001309,0.001275,0.001722
0.001543,0.001275,0.001647
0.001309,0.001164,0.001572
0.001449,0.001108,0.001497
0.001496,0.000997,0.001423
0.001169,0.000942,0.001348
0.001309,0.000887,0.001273
0.001823,0.000997,0.001273
0.002151,0.00133,0.001423
0.001309,0.001108,0.001348
0.000842,0.000942,0.001198
0.002618,0.001441,0.001423
0.002525,0.001662,0.001497
0.002618,0.001884,0.001647
0.00519,0.002882,0.002096
0.003974,0.002937,0.002171
0.003413,0.002882,0.002246
0.00159,0.002383,0.002096
0.00201,0.002217,0.002022
0.001496,0.001995,0.001947
0.000982,0.001718,0.001797
0.00159,0.001662,0.001797
0.002758,0.002106,0.002022
0.002291,0.001995,0.001947
0.002665,0.002161,0.002022
0.002758,0.002272,0.002171
0.002151,0.002161,0.002096
0.00159,0.001995,0.002022
0.001636,0.001829,0.002022
0.001964,0.001939,0.002096
0.001309,0.001662,0.001947
0.000701,0.00133,0.001722
0.000234,0.000942,0.001497
0.000281,0.000776,0.001423
0.001029,0.000831,0.001348
0.001169,0.000831,0.001348
0.001122,0.000831,0.001273
0.000982,0.000776,0.001198
0.001403,0.000887,0.001198
0.000655,0.000665,0.001048
0.000888,0.00061,0.000898
0.00201,0.000887,0.001048
0.001309,0.000887,0.000898
0.00173,0.000997,0.000898
0.000842,0.000831,0.000898
0.001449,0.000942,0.000898
0.001075,0.000831,0.000824
0.002244,0.001164,0.000898
0.001777,0.001164,0.000898
0.001636,0.001164,0.000898
0.002104,0.001275,0.000898
0.002291,0.001385,0.000898
0.001917,0.001385,0.000898
0.001964,0.001441,0.000898
0.001496,0.001275,0.000898
0.001403,0.001219,0.000898
0.00201,0.001385,0.000898
0.001122,0.001164,0.000824
0.001216,0.001108,0.000824
0.002197,0.001385,0.000898
0.001403,0.001275,0.000898
0.00201,0.001275,0.000898
0.001169,0.001108,0.000824
0.001309,0.001108,0.000824
0.001543,0.001108,0.000824
0.00159,0.001164,0.000824
0.002431,0.001552,0.001048
0.004114,0.002383,0.001497
0.002758,0.002272,0.001497
0.002945,0.002327,0.001572
0.003039,0.002438,0.001647
0.002291,0.002327,0.001647
0.001309,0.001939,0.001572
0.001636,0.001884,0.001497
0.001169,0.001662,0.001423
0.001636,0.001773,0.001497
0.001964,0.001884,0.001572
0.00173,0.001773,0.001497
0.002805,0.002161,0.001722
0.001636,0.001884,0.001647
0.000842,0.001496,0.001423
0.000468,0.001219,0.001348
0.000748,0.000997,0.001198
0.000561,0.000831,0.001123
0.001122,0.000887,0.001048
0.001777,0.000997,0.001123
0.000795,0.000831,0.000898
0.002057,0.001164,0.001048
0.002431,0.00133,0.001123
0.001917,0.001385,0.001198
0.00201,0.001496,0.001198
0.000935,0.001219,0.001123
0.000561,0.000942,0.000898
0.001075,0.000997,0.000898
0.001636,0.001164,0.001048
0.00173,0.00133,0.001048
0.002291,0.001552,0.001198
0.000842,0.001164,0.000898
0.000281,0.000831,0.000824
0.001309,0.000942,0.000898
0.001309,0.000942,0.000824
0.001636,0.000997,0.000898
0.000795,0.000776,0.000749
0.000982,0.000776,0.000749
0.00187,0.000997,0.000824
0.002057,0.001164,0.000898
0.001449,0.000997,0.000824
0.000842,0.000776,0.000749
0.001309,0.000942,0.000824
0.001777,0.000997,0.000898
0.002384,0.001385,0.000898
0.001029,0.000997,0.000824
0.001917,0.001385,0.000898
0.001075,0.001219,0.000898
0.000561,0.000942,0.000749
0.001403,0.000997,0.000824
0.001216,0.000887,0.000749
0.003226,0.001496,0.001048
0.002478,0.001607,0.001123
0.001169,0.001275,0.000898
0.001823,0.00133,0.000898
0.002057,0.001496,0.001048
0.001169,0.001275,0.000898
0.001216,0.001164,0.000898
0.000608,0.000942,0.000749
0.001169,0.000997,0.000824
0.00159,0.000997,0.000824
0.001262,0.000997,0.000824
0.001683,0.001108,0.000898
0.001964,0.001219,0.000898
0.001683,0.001219,0.000898
0.001543,0.001275,0.000898
0.000748,0.000997,0.000824
0.00201,0.001219,0.000898
0.00187,0.001219,0.000898
0.001216,0.001108,0.000824
0.002805,0.001496,0.000898
0.001964,0.001441,0.000898
0.00159,0.001385,0.000898
0.000842,0.001108,0.000824
0.000748,0.000942,0.000749
0.001169,0.000997,0.000824
0.000608,0.000776,0.000674
0.000468,0.00061,0.000599
0.000327,0.000443,0.000524
0.001216,0.00061,0.000524
0.000888,0.000554,0.000524
0.001122,0.000665,0.000524
0.000935,0.00061,0.000449
0.001309,0.000776,0.000524
0.002057,0.000997,0.000674
0.002197,0.001164,0.000749
0.003086,0.001607,0.000898
0.00187,0.001441,0.000898
0.001543,0.00133,0.000824
0.001075,0.001108,0.000824
0.000795,0.000997,0.000749
0.001262,0.000997,0.000749
0.000655,0.000776,0.000674
0.001075,0.000887,0.000749
0.000748,0.000776,0.000674
0.001075,0.000776,0.000674
0.001917,0.000997,0.000824
0.001496,0.000997,0.000824
0.001636,0.001108,0.000824
0.001496,0.000997,0.000824
0.001449,0.001108,0.000824
0.001309,0.000997,0.000824
0.001403,0.000997,0.000824
0.001777,0.001164,0.000898
0.004769,0.002327,0.001423
0.002758,0.002161,0.001423
0.001964,0.001995,0.001423
0.001964,0.001939,0.001423
0.002758,0.00205,0.001497
0.002104,0.001884,0.001497
0.002992,0.002161,0.001647
0.005283,0.002937,0.002022
0.002852,0.002549,0.001947
0.002478,0.002549,0.001947
0.001777,0.002272,0.001947
0.001496,0.001995,0.001797
0.001543,0.001884,0.001722
0.002057,0.001939,0.001797
0.001917,0.001884,0.001797
0.002057,0.001939,0.001797
0.001823,0.001773,0.001722
0.001777,0.001773,0.001722
0.000842,0.001385,0.001497
0.002151,0.001607,0.001572
0.00201,0.001552,0.001572
0.00201,0.001607,0.001572
0.001262,0.001385,0.001423
0.002525,0.001773,0.001572
0.00187,0.001718,0.001572
0.002338,0.001884,0.001647
0.001122,0.001496,0.001497
0.000421,0.001108,0.001273
0.000701,0.000997,0.001198
0.000842,0.000831,0.001123
0.00201,0.001164,0.001198
0.00159,0.001108,0.001198
0.000561,0.000776,0.000898
0.001169,0.000887,0.000898
0.001496,0.000942,0.000898
0.00201,0.001164,0.001048
0.001122,0.000997,0.000898
0.001636,0.001108,0.000898
0.001122,0.000942,0.000898
0.00159,0.001164,0.000898
0.001543,0.001219,0.000898
0.002338,0.001552,0.001123
0.002665,0.001884,0.001273
0.002151,0.001829,0.001348
0.002104,0.001829,0.001348
0.001543,0.001607,0.001273
0.002197,0.001718,0.001348
0.001449,0.001552,0.001273
0.002104,0.001718,0.001423
0.000935,0.001385,0.001273
0.001964,0.001552,0.001348
0.002338,0.001718,0.001423
0.001496,0.001552,0.001423
0.001169,0.001385,0.001348
0.00187,0.001552,0.001423
0.002057,0.001662,0.001497
0.00201,0.001662,0.001497
0.00159,0.001552,0.001497
0.002197,0.001662,0.001572
0.001823,0.001718,0.001572
0.002291,0.001884,0.001647
0.002384,0.001995,0.001647
0.002338,0.00205,0.001722
0.001636,0.001884,0.001647
0.001543,0.001718,0.001572
0.001496,0.001718,0.001572
0.001449,0.001607,0.001497
0.002197,0.001829,0.001647
0.001777,0.001718,0.001572
0.002104,0.001829,0.001572
0.00173,0.001718,0.001497
0.002151,0.001773,0.001572
0.002431,0.001939,0.001647
0.002992,0.002217,0.001797
0.00173,0.001939,0.001647
0.001309,0.001718,0.001572
0.001262,0.001607,0.001497
0.001449,0.001552,0.001497
0.001169,0.001385,0.001423
0.003039,0.001939,0.001647
0.001309,0.001552,0.001497
0.001309,0.001441,0.001423
0.00201,0.001496,0.001497
0.001216,0.00133,0.001423
0.001122,0.001219,0.001348
0.002057,0.001441,0.001497
0.00187,0.001496,0.001497
0.001917,0.001662,0.001572
0.003273,0.002106,0.001722
0.002758,0.00205,0.001722
0.004442,0.002715,0.002096
0.004442,0.002992,0.002246
0.003506,0.002992,0.002321
0.002618,0.002771,0.002246
0.002992,0.002826,0.002321
0.00159,0.002383,0.002171
0.002338,0.002494,0.002246
0.002384,0.002438,0.002246
0.0036,0.002826,0.002471
0.002291,0.002549,0.002321
0.002151,0.002327,0.002246
0.002571,0.002438,0.002321
0.001823,0.002272,0.002246
0.00533,0.003436,0.00277
0.005797,0.004045,0.00307
0.006171,0.004655,0.003519
0.0036,0.004156,0.003444
0.003319,0.003934,0.003444
0.001917,0.00338,0.003294
0.002525,0.003269,0.003294
0.001964,0.002992,0.00307
0.002618,0.003048,0.00322
0.002384,0.002826,0.00307
0.00374,0.003325,0.003369
0.003226,0.00338,0.003444
0.002384,0.003159,0.003444
0.003179,0.003214,0.003444
0.002104,0.002937,0.003369
0.001964,0.002771,0.003294
0.004068,0.00338,0.003594
0.005096,0.003602,0.003669
0.005283,0.00399,0.003893
0.005377,0.004267,0.004043
0.005704,0.004544,0.004268
0.003974,0.004267,0.004193
0.003974,0.004211,0.004268
0.003693,0.004045,0.004193
0.006312,0.004821,0.004567
0.004909,0.00471,0.004642
0.006265,0.005153,0.004867
0.005283,0.005043,0.004942
0.003693,0.004599,0.004792
0.005236,0.004821,0.005016
0.004442,0.00471,0.004942
0.00533,0.004987,0.005091
0.004395,0.004876,0.005091
0.005236,0.005153,0.005316
0.004862,0.005043,0.005316
0.00374,0.00471,0.005241
0.004675,0.004932,0.005316
0.004395,0.004821,0.005316
0.003179,0.004433,0.005166
0.004255,0.004489,0.005241
0.004255,0.004433,0.005166
0.004301,0.004433,0.005166
0.004348,0.004489,0.005241
0.00346,0.004211,0.005091
0.005797,0.004876,0.005391
0.005844,0.005043,0.005541
0.005236,0.004987,0.005541
0.006171,0.005209,0.00569
0.006358,0.005541,0.00584
0.007527,0.006151,0.006214
0.006031,0.00604,0.006214
0.004114,0.005431,0.006065
0.00547,0.005652,0.006214
0.004956,0.005541,0.006214
0.003927,0.005264,0.00614
0.00388,0.004932,0.00599
0.003927,0.00471,0.005915
0.005564,0.005209,0.00614
0.00388,0.004821,0.00599
0.003927,0.004655,0.005915
0.005377,0.005098,0.006065
0.00519,0.005098,0.006065
0.00893,0.006373,0.006664
0.006732,0.006262,0.006739
0.007387,0.006705,0.006963
0.004114,0.005818,0.006664
0.007434,0.006539,0.007038
0.005797,0.006373,0.007038
0.005751,0.006373,0.007038
0.005143,0.00604,0.006963
0.004068,0.005597,0.006813
0.005751,0.006151,0.007113
0.004816,0.005818,0.006963
0.004862,0.005818,0.006963
0.005751,0.006151,0.007113
0.006171,0.006428,0.007188
0.005096,0.006151,0.007188
0.006031,0.006096,0.007188
0.005657,0.005929,0.007113
0.006686,0.006373,0.007263
0.008836,0.007481,0.007937
0.005564,0.006761,0.007637
0.007434,0.007204,0.007862
0.009164,0.008035,0.008386
0.007293,0.007813,0.008386
0.0072,0.007869,0.008461
0.005704,0.007536,0.008386
0.007434,0.008035,0.00876
0.007293,0.007813,0.008685
0.007527,0.008035,0.00891
0.005377,0.00737,0.008685
0.005704,0.007259,0.008685
0.003787,0.006428,0.008311
0.004348,0.006151,0.008161
0.004114,0.005708,0.007937
0.005797,0.005929,0.008011
0.006873,0.006262,0.008086
0.006686,0.006373,0.008086
0.005938,0.006151,0.008011
0.004816,0.005708,0.007787
0.004021,0.005486,0.007637
0.005891,0.005763,0.007712
0.004909,0.005652,0.007562
0.006078,0.005818,0.007637
0.004535,0.005431,0.007338
0.005236,0.005652,0.007562
0.009725,0.00737,0.008311
0.006452,0.006927,0.008161
0.006826,0.007093,0.008311
0.008322,0.007758,0.00861
0.006358,0.00737,0.008535
0.004769,0.006761,0.008311
0.00907,0.008146,0.008985
0.006686,0.007592,0.00876
0.006639,0.007425,0.00876
0.005377,0.007038,0.00861
0.006312,0.006982,0.00861
0.006779,0.007038,0.00861
0.006966,0.007148,0.008685
0.008135,0.007592,0.00891
0.009818,0.008589,0.009434
0.006919,0.007924,0.009209
0.007013,0.008035,0.009284
0.006826,0.007813,0.009284
0.006686,0.007869,0.009284
0.005797,0.007425,0.009134
0.004909,0.006871,0.00891
0.005049,0.006539,0.00876
0.003319,0.005652,0.008311
0.003319,0.005375,0.008086
0.006452,0.00604,0.008311
0.009351,0.007148,0.00876
0.009912,0.007813,0.009134
0.009164,0.008146,0.009284
0.007714,0.00798,0.009284
0.006545,0.007592,0.009134
0.005517,0.007148,0.00891
0.005096,0.006761,0.00876
0.007387,0.007204,0.00891
0.007574,0.007647,0.009209
0.007247,0.007869,0.009284
0.00706,0.007758,0.009284
0.007247,0.008035,0.009509
0.007013,0.00798,0.009509
0.008836,0.0087,0.009883
0.007948,0.008645,0.009958
0.006405,0.008201,0.009808
0.005377,0.007758,0.009659
0.004722,0.007148,0.009359
0.008369,0.007869,0.009659
0.005096,0.006982,0.009284
0.007808,0.007703,0.009584
0.007948,0.007869,0.009659
0.006826,0.007703,0.009659
0.007621,0.008035,0.009808
0.007247,0.007924,0.009733
0.007293,0.008035,0.009808
0.007855,0.00809,0.009808
0.006732,0.007813,0.009733
0.005003,0.007093,0.009359
0.005096,0.006816,0.009284
0.007293,0.007259,0.009359
0.008649,0.007813,0.009659
0.005096,0.006982,0.009284
0.006312,0.007093,0.009284
0.008088,0.007813,0.009659
0.00907,0.008589,0.010033
0.008042,0.008534,0.010033
0.006171,0.008146,0.009958
0.005657,0.007647,0.009733
0.005564,0.007315,0.009584
0.005891,0.007259,0.009584
0.004956,0.006705,0.009284
0.006218,0.006871,0.009284
0.005938,0.00665,0.009134
0.006919,0.007038,0.009284
0.007293,0.007315,0.009359
0.008042,0.007592,0.009434
0.006686,0.007259,0.009284
0.006312,0.007038,0.009209
0.008322,0.007592,0.009434
0.007761,0.007647,0.009434
0.007247,0.007703,0.009509
0.006966,0.007703,0.009509
0.007855,0.008035,0.009659
0.006218,0.007481,0.009434
0.006499,0.007425,0.009434
0.005751,0.007259,0.009359
0.005283,0.006982,0.009209
0.006919,0.007259,0.009359
0.006919,0.007204,0.009284
0.006873,0.007481,0.009434
0.008556,0.008312,0.009808
0.00748,0.00809,0.009733
0.008977,0.008811,0.010183
0.00706,0.008589,0.010108
0.007901,0.008755,0.010258
0.006686,0.008312,0.010108
0.009444,0.009032,0.010482
0.010519,0.00942,0.010707
0.009865,0.009808,0.011006
0.006078,0.008755,0.010632
0.007434,0.008811,0.010632
0.008836,0.009088,0.010782
0.008042,0.008922,0.010782
0.008696,0.009088,0.010931
0.00879,0.009199,0.011006
0.011595,0.009919,0.011381
0.009725,0.010085,0.01153
0.008696,0.009919,0.011605
0.007667,0.009476,0.011456
0.006171,0.008755,0.011156
0.005938,0.008368,0.010931
0.012623,0.010196,0.011755
0.010426,0.010196,0.01183
0.010145,0.010307,0.01198
0.006265,0.009254,0.01153
0.006966,0.009088,0.01153
0.006732,0.008645,0.011306
